"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"FANCC","HGNC:3584","https://search.clinicalgenome.org/kb/genes/HGNC:3584","Fanconi anemia complementation group C","MONDO:0009213","https://search.clinicalgenome.org/kb/conditions/MONDO:0009213","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (07/01/2025)","0 - No Evidence for Triplosensitivity (07/01/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3584","Dosage Working Group","definitive evidence (04/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cf4881c3-15b3-4e10-bd24-2da80433863b-2019-04-19T160000.000Z","Hereditary Cancer","Moderate Actionability (10/28/2019) | Moderate Actionability (10/28/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1008 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1008","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FANCC","HGNC:3584","https://search.clinicalgenome.org/kb/genes/HGNC:3584","Fanconi anemia","MONDO:0019391","https://search.clinicalgenome.org/kb/conditions/MONDO:0019391","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (07/01/2025)","0 - No Evidence for Triplosensitivity (07/01/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3584","Dosage Working Group","","","","Moderate Actionability (10/28/2019) | Moderate Actionability (10/28/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1008 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1008","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FANCD2","HGNC:3585","https://search.clinicalgenome.org/kb/genes/HGNC:3585","Fanconi anemia complementation group D2","MONDO:0009214","https://search.clinicalgenome.org/kb/conditions/MONDO:0009214","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/09/2023)","0 - No Evidence for Triplosensitivity (08/09/2023)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3585","Dosage Working Group","definitive evidence (06/15/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5f0c260f-52d2-4225-9044-608f066ccfb2-2021-06-15T231506.767Z","Hereditary Cancer","","",""
"FANCE","HGNC:3586","https://search.clinicalgenome.org/kb/genes/HGNC:3586","Fanconi anemia complementation group E","MONDO:0010953","https://search.clinicalgenome.org/kb/conditions/MONDO:0010953","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (06/12/2020)","0 - No Evidence for Triplosensitivity (06/12/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3586","Dosage Working Group","definitive evidence (05/14/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6da55a6e-2cf8-499c-b842-b5a435dbff3f-2020-05-14T001745.604Z","Hereditary Cancer","","",""
"FANCF","HGNC:3587","https://search.clinicalgenome.org/kb/genes/HGNC:3587","Fanconi anemia complementation group F","MONDO:0011325","https://search.clinicalgenome.org/kb/conditions/MONDO:0011325","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (01/08/2025)","0 - No Evidence for Triplosensitivity (01/08/2025)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3587","Dosage Working Group","definitive evidence (02/03/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_60719ed8-36fa-4d11-93b2-8036133510a6-2021-02-03T225456.822Z","Hereditary Cancer","","",""
"FANCG","HGNC:3588","https://search.clinicalgenome.org/kb/genes/HGNC:3588","Fanconi anemia complementation group G","MONDO:0013565","https://search.clinicalgenome.org/kb/conditions/MONDO:0013565","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/15/2020)","0 - No Evidence for Triplosensitivity (11/15/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3588","Dosage Working Group","definitive evidence (04/19/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1913bd10-1355-4067-93b6-9068924d77df-2019-04-19T160000.000Z","Hereditary Cancer","Moderate Actionability (10/28/2019) | Moderate Actionability (10/28/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1008 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1008","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FANCG","HGNC:3588","https://search.clinicalgenome.org/kb/genes/HGNC:3588","Fanconi anemia","MONDO:0019391","https://search.clinicalgenome.org/kb/conditions/MONDO:0019391","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/15/2020)","0 - No Evidence for Triplosensitivity (11/15/2020)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3588","Dosage Working Group","","","","Moderate Actionability (10/28/2019) | Moderate Actionability (10/28/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC1008 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1008","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FANCI","HGNC:25568","https://search.clinicalgenome.org/kb/genes/HGNC:25568","Fanconi anemia complementation group I","MONDO:0012186","https://search.clinicalgenome.org/kb/conditions/MONDO:0012186","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:25568","Dosage Working Group","definitive evidence (06/15/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a103db2f-a8b3-403b-993a-ac4215c118df-2021-06-15T233841.081Z","Hereditary Cancer","","",""
"FANCL","HGNC:20748","https://search.clinicalgenome.org/kb/genes/HGNC:20748","Fanconi anemia complementation group L","MONDO:0013566","https://search.clinicalgenome.org/kb/conditions/MONDO:0013566","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (10/21/2023)","0 - No Evidence for Triplosensitivity (10/21/2023)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:20748","Dosage Working Group","definitive evidence (07/30/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_93d0cb5f-4859-4b28-b647-3f8226fe5921-2020-07-30T203845.671Z","Hereditary Cancer","","",""
"FANCM","HGNC:23168","https://search.clinicalgenome.org/kb/genes/HGNC:23168","hereditary breast carcinoma","MONDO:0016419","https://search.clinicalgenome.org/kb/conditions/MONDO:0016419","Autosomal dominant inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (04/09/2024)","0 - No Evidence for Triplosensitivity (04/09/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23168","Dosage Working Group","limited evidence (11/22/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_25744c57-8e53-403b-a2ec-fb405ad452cc-2024-11-22T180000.000Z","Hereditary Cancer","","",""
"FANCM","HGNC:23168","https://search.clinicalgenome.org/kb/genes/HGNC:23168","FANCM Fanconi-like genomic instability disorder","MONDO:0100578","https://search.clinicalgenome.org/kb/conditions/MONDO:0100578","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (04/09/2024)","0 - No Evidence for Triplosensitivity (04/09/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23168","Dosage Working Group","definitive evidence (11/12/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_abb231b6-1452-4f24-a8c1-ab45a791e73c-2024-11-12T170000.000Z","Childhood, Adolescent and Young Adult Cancer Predisposition","","",""
"FANCM","HGNC:23168","https://search.clinicalgenome.org/kb/genes/HGNC:23168","Fanconi anemia","MONDO:0019391","https://search.clinicalgenome.org/kb/conditions/MONDO:0019391","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (04/09/2024)","0 - No Evidence for Triplosensitivity (04/09/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:23168","Dosage Working Group","refuting evidence (12/10/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_28865445-bea0-42c1-8f50-fae94e93f1d8-2024-12-10T170000.000Z","Childhood, Adolescent and Young Adult Cancer Predisposition","","",""
"FAR1","HGNC:26222","https://search.clinicalgenome.org/kb/genes/HGNC:26222","fatty acyl-CoA reductase 1 deficiency","MONDO:0014510","https://search.clinicalgenome.org/kb/conditions/MONDO:0014510","Autosomal recessive inheritance","","","","","moderate evidence (07/08/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91f6f864-5d07-4891-94b5-7f73bd71752c-2025-07-08T160000.000Z","Peroxisomal Disorders","","",""
"FAR1","HGNC:26222","https://search.clinicalgenome.org/kb/genes/HGNC:26222","fatty acyl-CoA reductase 1 upregulation","MONDO:0100230","https://search.clinicalgenome.org/kb/conditions/MONDO:0100230","Autosomal dominant inheritance","","","","","moderate evidence (07/08/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1068b8e8-36a1-4110-9ab4-45f9d4ece894-2025-07-08T160000.000Z","Peroxisomal Disorders","","",""
"FARS2","HGNC:21062","https://search.clinicalgenome.org/kb/genes/HGNC:21062","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21062","Dosage Working Group","moderate evidence (11/25/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2cf7594a-d934-4b6c-8052-94066d608c5a-2019-11-25T144756.827Z","Mitochondrial Diseases","","",""
"FAS","HGNC:11920","https://search.clinicalgenome.org/kb/genes/HGNC:11920","autoimmune lymphoproliferative syndrome","MONDO:0017979","https://search.clinicalgenome.org/kb/conditions/MONDO:0017979","N/A","1 - Little Evidence for Haploinsufficiency (02/08/2022)","0 - No Evidence for Triplosensitivity (02/08/2022)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11920","Dosage Working Group","","","","","",""
"FASLG","HGNC:11936","https://search.clinicalgenome.org/kb/genes/HGNC:11936","autoimmune lymphoproliferative syndrome type 1","MONDO:0011158","https://search.clinicalgenome.org/kb/conditions/MONDO:0011158","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (10/11/2023)","0 - No Evidence for Triplosensitivity (10/11/2023)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11936","Dosage Working Group","definitive evidence (06/07/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_41cb5abc-acba-4838-8965-2051c4a9e9ca-2024-06-07T160000.000Z","Primary Immune Regulatory Disorders","","",""
"FASTKD2","HGNC:29160","https://search.clinicalgenome.org/kb/genes/HGNC:29160","mitochondrial disease","MONDO:0044970","https://search.clinicalgenome.org/kb/conditions/MONDO:0044970","Autosomal recessive inheritance","","","","","definitive evidence (07/21/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_82883e8c-7ee6-447e-bdc6-8898c4848e7a-2022-07-21T160000.000Z","Mitochondrial Diseases","","",""
"FAT1","HGNC:3595","https://search.clinicalgenome.org/kb/genes/HGNC:3595","focal segmental glomerulosclerosis","MONDO:0100313","https://search.clinicalgenome.org/kb/conditions/MONDO:0100313","Autosomal recessive inheritance","","","","","strong evidence (11/13/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6dbbe3f1-4a7a-4c76-b047-1c1d95771b74-2023-11-13T070000.000Z","Glomerulopathy","","",""
"FAT4","HGNC:23109","https://search.clinicalgenome.org/kb/genes/HGNC:23109","FAT4-related neurodevelopmental disorder","MONDO:0100603","https://search.clinicalgenome.org/kb/conditions/MONDO:0100603","Autosomal recessive inheritance","","","","","definitive evidence (02/20/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_32ce4642-0431-4bd8-b1da-fb69ef6b01da-2025-02-20T050000.000Z","SCID-CID","","",""
"FBLN2","HGNC:3601","https://search.clinicalgenome.org/kb/genes/HGNC:3601","pulmonary arterial hypertension","MONDO:0015924","https://search.clinicalgenome.org/kb/conditions/MONDO:0015924","Autosomal dominant inheritance","","","","","limited evidence (11/03/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_db9581b7-ed36-4995-aebc-839225dd0666-2022-11-03T160000.000Z","Pulmonary Hypertension","","",""
"FBLN2","HGNC:3601","https://search.clinicalgenome.org/kb/genes/HGNC:3601","congenital heart disease","MONDO:0005453","https://search.clinicalgenome.org/kb/conditions/MONDO:0005453","Autosomal dominant inheritance","","","","","limited evidence (11/27/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6d463eb0-c4b1-4f3c-bccf-86ec41c0fa68-2023-11-27T170000.000Z","Congenital Heart Disease","","",""
"FBLN5","HGNC:3602","https://search.clinicalgenome.org/kb/genes/HGNC:3602","demyelinating hereditary motor and sensory neuropathy","MONDO:0018776","https://search.clinicalgenome.org/kb/conditions/MONDO:0018776","Autosomal dominant inheritance","","","","","moderate evidence (11/28/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a863341a-9dcf-4a4f-a82d-7edb5e63fe92-2023-11-28T170000.000Z","Charcot-Marie-Tooth","","",""
"FBN1","HGNC:3603","https://search.clinicalgenome.org/kb/genes/HGNC:3603","Marfan syndrome","MONDO:0007947","https://search.clinicalgenome.org/kb/conditions/MONDO:0007947","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/04/2019)","0 - No Evidence for Triplosensitivity (12/04/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3603","Dosage Working Group","definitive evidence (03/04/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d3fc0bea-4d6e-449e-885c-b204e6a0b2bf-2019-03-04T170000.000Z","General Gene Curation","Definitive Actionability (03/01/2019) | Definitive Actionability (03/01/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC100 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC100","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FBN1","HGNC:3603","https://search.clinicalgenome.org/kb/genes/HGNC:3603","Shprintzen-Goldberg syndrome","MONDO:0008426","https://search.clinicalgenome.org/kb/conditions/MONDO:0008426","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/04/2019)","0 - No Evidence for Triplosensitivity (12/04/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3603","Dosage Working Group","disputing (12/01/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_42caf14d-6400-475b-88f3-a8a24a0832c0-2021-12-01T190000.000Z","Intellectual Disability and Autism","","",""
"FBN1","HGNC:3603","https://search.clinicalgenome.org/kb/genes/HGNC:3603","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","Autosomal dominant inheritance","3 - Sufficient Evidence for Haploinsufficiency (12/04/2019)","0 - No Evidence for Triplosensitivity (12/04/2019)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3603","Dosage Working Group","definitive evidence (01/23/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8251","Heritable Thoracic Aortic Aneurysm and Dissection","Strong Actionability (03/01/2019) | Strong Actionability (03/01/2019)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC134 | https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC134","Adult Actionability Working Group | Pediatric Actionability Working Group"
"FBN2","HGNC:3604","https://search.clinicalgenome.org/kb/genes/HGNC:3604","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (02/28/2024)","0 - No Evidence for Triplosensitivity (02/28/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3604","Dosage Working Group","limited evidence (12/22/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8268","Heritable Thoracic Aortic Aneurysm and Dissection","","",""
"FBP1","HGNC:3606","https://search.clinicalgenome.org/kb/genes/HGNC:3606","fructose-1,6-bisphosphatase deficiency","MONDO:0009251","https://search.clinicalgenome.org/kb/conditions/MONDO:0009251","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3606","Dosage Working Group","","","","","",""
"FBXL4","HGNC:13601","https://search.clinicalgenome.org/kb/genes/HGNC:13601","Leigh syndrome","MONDO:0009723","https://search.clinicalgenome.org/kb/conditions/MONDO:0009723","Autosomal recessive inheritance","","","","","definitive evidence (11/23/2020)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fed67104-182c-48f2-85c0-ecb05cd6dd72-2020-11-23T193117.246Z","Mitochondrial Diseases","","",""
"FBXL4","HGNC:13601","https://search.clinicalgenome.org/kb/genes/HGNC:13601","mitochondrial disease","MONDO:0044970","https://search.clinicalgenome.org/kb/conditions/MONDO:0044970","Autosomal recessive inheritance","","","","","definitive evidence (05/23/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b211e7b2-d93b-4995-ad30-1f4d962867b0-2024-05-23T160000.000Z","Mitochondrial Diseases","","",""
